12/13/2021,-14.74,*,,MCDONALD'S F7604 GRAND JUNCTIO CO S461345584388777 CARD 1003,Eating Out
12/13/2021,-37.83,*,,AMZN Mktp US*L3834 Amzn.com/bill WA S301344077079326 CARD 1003,
12/10/2021,-5.40,*,,APPLE.COM/BILL 866-712-7753 CA S461343706904228 CARD 1003,Netflix/Spotify
12/10/2021,-12.97,*,,STARBUCKS STORE 11 GRAND JUNCTIO CO S301342615957870 CARD 9179,Coffee
12/10/2021,-40.52,*,,AMZN Mktp US*DX8GI Amzn.com/bill WA S381341160006150 CARD 1003,
12/10/2021,-12.62,*,,AMZN Mktp US*PS3DU Amzn.com/bill WA S581340343085008 CARD 1003,
12/09/2021,-19.99,*,,AMZN Mktp US*Y03UJ Amzn.com/bill WA S381341159868883 CARD 1003,
12/08/2021,-3.00,*,,Subscription Acorns 120821 HD70X2 Elise Ely,Lisey $
12/08/2021,-45.86,*,,CITY MARK 630 24 RD. GRAND JUNCTIO CO P000000837646506 CARD 9179,Groceries
12/08/2021,-71.77,*,,NATURAL GROCERS GRAND JUNCTIO CO P000000073938760 CARD 9179,Groceries
12/08/2021,-42.85,*,,CHICK-FIL-A #0169 GRAND JCT CO S381341004149867 CARD 1003,Eating Out
12/08/2021,-32.58,*,,AMZN Mktp US*3U1AH Amzn.com/bill WA S301340631127909 CARD 1003,
12/07/2021,-43.88,*,,NINTENDO *AMERI 800-255-3700 WA S461340069337478 CARD 1003,Sethy $
12/07/2021,-58.93,*,,AMZN Mktp US*VT8TB Amzn.com/bill WA S301336159497560 CARD 1003,
12/06/2021,-51.00,*,,DREAM CAFE GRAND J GRAND JUNCTIO CO S301339705324489 CARD 1003,Eating Out
12/06/2021,-5.34,*,,KILN COFFEE BA Grand Junctio CO S581339672439913 CARD 9179,Coffee
12/06/2021,-12.68,*,,GRAND MESA LOD Cedaredge CO S381339617387010 CARD 1003,Vacation Fund
12/06/2021,-27.93,*,,GRAND MESA LOD Cedaredge CO S461339001356775 CARD 1003,Vacation Fund
12/06/2021,-7.07,*,,GRAND MESA LOD Cedaredge CO S301338789158606 CARD 1003,Vacation Fund
12/06/2021,-91.00,*,,GRAND MESA LOD gosq.com CO S301338788238627 CARD 1003,Vacation Fund
12/06/2021,-42.88,*,,GOLDEN GATE- PA PALISADE CO P000000087282048 CARD 1003,Eating Out
12/06/2021,-33.00,*,,MAIN STREET BAGELS 970-2412740 CO S581338716539780 CARD 1003,Eating Out
12/06/2021,-5.80,*,,"COPEKA COFFEE, Grand Junctio CO S461338604570794 CARD 1003",Coffee
12/06/2021,-10.50,*,,HOME STYLE BAKERY GRAND JUNCTIO CO S581338600707666 CARD 1003,Eating Out
12/06/2021,-5.30,*,,HOME STYLE BAKERY GRAND JUNCTIO CO S581338600075822 CARD 1003,Eating Out
12/06/2021,-55.91,*,,TARGET T- 2424 Highway Grand Junctio CO P000000980087298 CARD 1003,Groceries
12/06/2021,-121.00,*,,AZTECAS FAMILY MEX 970-4240259 CO S581338052903921 CARD 1003,Eating Out
12/06/2021,-91.01,*,,GRAND MESA LOD gosq.com CO S581337855416883 CARD 1003,Vacation Fund
12/06/2021,-16.50,*,,HOBBY-LOBBY #0102 GRAND JUNCTIO CO S381337708321475 CARD 9179,
12/06/2021,-3.02,*,,EINSTEIN BAGELS BR 970-2450266 CO S301337688978342 CARD 9179,Eating Out
12/06/2021,-16.75,*,,"COPEKA COFFEE, Grand Junctio CO S381337646455691 CARD 9179",Coffee
12/03/2021,-5.00,*,,Acorns Invest Transfer 120321 Z3QY8W Elise Ely,Misc.
12/03/2021,-75.91,*,,REI #70 GRAND JUNCTION GRANDJUNCTION CO P000000486314731 CARD 9179,Sethy $
12/03/2021,-35.92,*,,JIMMY'Z HAMBURGERS 970-2438551 CO S581337010778403 CARD 9179,Eating Out
12/03/2021,-7.35,*,,HOME STYLE BAKERY GRAND JUNCTIO CO S301336655809807 CARD 9179,Eating Out
12/03/2021,-14.06,*,,HLU*Hulu 859581146 HULU.COM/BILL CA S461336195471111 CARD 1003,Netflix/Spotify
12/03/2021,-81.56,*,,OLD NAVY ON-LINE 800-6536289 OH S381331238310709 CARD 9179,Clothes $
12/03/2021,850.00,*,,ZELLE FROM ELY M ON 12/03 REF # PP0D228JRK FOR DECEMBER,Misc.
12/03/2021,100.00,*,,City of Grand Ju PP24 2021 13414 Seth M Ely,
12/02/2021,-123.23,*,,TARGET T- 2424 Highway Grand Junctio CO P000000370973421 CARD 9179,Groceries
12/02/2021,-100.70,*,,CITY MARK 630 24 RD. GRAND JUNCTIO CO P000000483406534 CARD 9179,Groceries
12/02/2021,-7.56,*,,DisneyPLUS 888-9057888 CA S461335186724095 CARD 1003,Netflix/Spotify
12/02/2021,-27.00,*,,SPORT CLIPS - CO40 GRAND JUNCTIO CO S381334697224264 CARD 9179,Misc.
12/01/2021,-24.00,*,,Etsy.com - Gingerm 718-8557955 NY S581334850446006 CARD 9179,
12/01/2021,-29.22,*,,WF WAYFAIR27919273 866-263-8325 MA S381331235840497 CARD 9179,
11/30/2021,-14.65,*,,JIMMY'Z HAMBURGERS 970-2438551 CO S461333841521132 CARD 9179,Eating Out
11/30/2021,-115.00,*,,ENCOUNTER COUNSELI STRIPE.COM CO S381333832695960 CARD 9179,Counseling
11/30/2021,-9.70,*,,JUICE N JAVA Grand Junctio CO S461333779406227 CARD 9179,Coffee
11/30/2021,-9.73,*,,Netflix.com 408-5403700 CA S581333416928209 CARD 1003,Netflix/Spotify
11/30/2021,-139.95,*,,U-HAUL MOVING & ST 800-789-3638 CO S301333000379879 CARD 1003,Misc.
11/30/2021,-50.00,*,,ROCKSLIDE RESTAURA GRAND JUNCTIO CO S381332723262353 CARD 1003,Eating Out
11/29/2021,-41.11,*,,SPROUTS FARMERS MKT#324 GRAND JUNCTIO CO P581334029151808 CARD 9179,Groceries
11/29/2021,-32.48,*,,HOBBYLOBB 1450 W. INDE GRAND JUNCTIO CO P000000934634168 CARD 9179,
11/29/2021,-9.06,*,,"COPEKA COFFEE, Grand Junctio CO S381332568610376 CARD 9179",Coffee
11/29/2021,-69.90,*,,GLOSSIER WWW.GLOSSIER. NY S381331225834426 CARD 9179,Lisey $
11/29/2021,-136.37,*,,WF WAYFAIR27919273 866-263-8325 MA S301330757608894 CARD 9179,
11/29/2021,-22.68,*,,"COPEKA COFFEE, Grand Junctio CO S581330662704707 CARD 9179",Coffee
11/29/2021,-18.23,*,,STARBUCKS STORE 11 GRAND JUNCTIO CO S381329659786820 CARD 9179,Coffee
11/29/2021,-23.15,*,,AMZN Mktp US*B04D7 Amzn.com/bill WA S301327183897874 CARD 1003,
11/29/2021,-31.58,*,,AMAZON.COM*OT3YD1Q AMZN.COM/BILL WA S301326698551784 CARD 1003,
11/29/2021,-65.09,*,,BED BATH & BEYOND 973-785-4333 NJ S381326652133703 CARD 9179,Toiletries
11/26/2021,-69.83,*,,CITY MARK 630 24 RD. GRAND JUNCTIO CO P000000373362378 CARD 9179,Groceries
11/26/2021,-22.32,*,,PIZZA HUT 035988 https://ipcha CO S581329005128795 CARD 1003,Eating Out
11/26/2021,165.59,*,,ZELLE FROM ELY M ON 11/26 REF # PP0CY8DCYQ,Misc.
11/24/2021,-47.88,*,,CITY MARK 630 24 RD. GRAND JUNCTIO CO P000000787034141 CARD 1003,Groceries
11/24/2021,-29.76,*,,JIMMY'Z HAMBURGERS 970-2438551 CO S381328048259173 CARD 9179,Eating Out
11/24/2021,-8.65,*,,Roku for Funimatio 816-2728107 DE S301327400387451 CARD 1003,Netflix/Spotify
11/24/2021,-10.51,*,,AMAZON.COM*0G10O7B AMZN.COM/BILL WA S581326698583574 CARD 1003,
11/24/2021,-11.41,*,,STARBUCKS STORE 11 GRAND JUNCTIO CO S301326600703824 CARD 9179,Coffee
11/23/2021,-217.02,*,,JB HART MUSIC CO INC GRAND JUNCTIO CO P581327851119883 CARD 1003,Sethy $
11/23/2021,-92.81,*,,CITY MARK 630 24 RD. GRAND JUNCTIO CO P000000034386213 CARD 9179,Groceries
11/23/2021,-28.70,*,,TARGET T- 2424 Highway Grand Junctio CO P000000277586656 CARD 9179,Groceries
11/23/2021,-13.67,*,,Amazon Prime*GX2E3 Amzn.com/bill WA S461327102630929 CARD 1003,
11/23/2021,-35.29,*,,TARGET.COM * 800-591-3869 MN S581326729419754 CARD 9179,Groceries
11/23/2021,-81.73,*,,VZWRLSS*APOCC VISE 800-922-0204 FL S461326340550004 CARD 1003,Phone Bill
11/23/2021,500.00,*,,ONLINE TRANSFER FROM ELY S SAVINGS XXXXXX6963 REF #IB0CXJPNBK ON 11/23/21,
11/23/2021,7455.62,*,,eDeposit in Branch/Store 11/23/21 04:34:37 PM 359 MAIN ST GRAND JUNCTION CO 1003,
11/22/2021,-12.50,*,,SAVINGS OD PROTECTION TRANSFER FEE,Misc.
11/22/2021,168.24,*,,OVERDRAFT PROTECTION XFER FROM DEP ACT,
11/22/2021,-6.50,*,,SPROUTS FARMERS MKT#324 GRAND JUNCTIO CO P301325839032037 CARD 9179,Groceries
11/22/2021,-15.11,*,,DOLLAR TR 2535 RIMROCK GRAND JUNCTIO CO P000000133832585 CARD 9179,
11/22/2021,-60.74,*,,MICHAELS STORES 2749 2 GRND JUNCTION CO P000000080723734 CARD 9179,Lisey $
11/22/2021,-39.02,*,,NATURAL GROCERS GRAND JUNCTIO CO P000000174658557 CARD 9179,Groceries
11/22/2021,-9.06,*,,"COPEKA COFFEE, Grand Junctio CO S581325625895933 CARD 9179",Coffee
11/22/2021,-50.00,*,,RELIANT MISSION WWW.RELIANT.O FL S301324717334303 CARD 1003,Give Away
11/22/2021,-33.86,*,,WHICH WICH #414 GRAND JUNCTIO CO S581324704486818 CARD 9179,Eating Out
11/22/2021,-16.48,*,,CRUMBL OREM UT S381324086745006 CARD 1003,Eating Out
11/22/2021,-52.00,*,,KOI RAMEN & SUSHI GRAND JUNCTIO CO S301324077630044 CARD 1003,Eating Out
11/22/2021,-8.50,*,,COLLEGE TRANSCRIPT 703-742-4200 VA S301323783517443 CARD 1003,Misc.
11/22/2021,-10.00,*,,TRANSCRIPT SERVICE 847-716-3005 IL S301323781210852 CARD 1003,
11/22/2021,-963.00,*,,SOUTHWES 526145 800-435-9792 TX S301323776322681 CARD 1003,Vacation Fund
11/22/2021,-13.47,*,,JOANN STORES #2238 GRAND JUNCTIO CO S461323708083776 CARD 9179,Lisey $
11/22/2021,-7.50,*,,ROASTED ESPRES Grand Junctio CO S461323678232312 CARD 9179,Coffee
11/22/2021,-5.86,*,,MOUNTAIN AIR R GRAND JUNCTIO CO S381323629736691 CARD 9179,
11/22/2021,-676.26,*,,AIRBNB HMCPHS2TQW AIRBNB.COM CA S301323581388167 CARD 9179,Vacation Fund
11/22/2021,106.88,*,,ZELLE FROM ELY M ON 11/22 REF # PP0CXCDBC9,Misc.
11/22/2021,30.42,*,,KOHL'S #25 GRAND JUNCTIO CO S301323624898715 CARD 9179,Clothes $
11/19/2021,-75.66,*,,STATE FARM RO 27 SFPP 08 S 1149428708 SETH ELY,Insurance
11/19/2021,-72.68,*,,TA EXPRESS GRAND GRAND JUNCTIO CO P000000880677593 CARD 1003,
11/19/2021,-23.84,*,,HOMEGOODS 2434 HWY 6 & GRAND JUNCTIO CO P000000735340732 CARD 9179,
11/19/2021,-135.98,*,,REI #70 GRAND JUNCTION GRANDJUNCTION CO P000000587474809 CARD 9179,Sethy $
11/19/2021,1000.00,*,,ONLINE TRANSFER FROM ELY S SAVINGS XXXXXX6963 REF #IB0CWS5MCX ON 11/19/21,
11/19/2021,100.00,*,,City of Grand Ju PP 23 2021 13414 Seth M Ely,
11/18/2021,-8.01,*,,EINSTEIN BAGELS BR 970-2450266 CO S381321660443872 CARD 9179,Eating Out
11/18/2021,-13.56,*,,KILN COFFEE BA Grand Junctio CO S461321633918738 CARD 9179,Coffee
11/18/2021,1150.00,*,,ONLINE TRANSFER FROM ELY S SAVINGS XXXXXX6963 REF #IB0CWKD6K2 ON 11/18/21,
11/17/2021,-12.50,*,,SAVINGS OD PROTECTION TRANSFER FEE,Misc.
11/17/2021,37.50,*,,OVERDRAFT PROTECTION XFER FROM DEP ACT,
11/17/2021,-67.20,*,,HOMEGOODS 2434 HWY 6 & GRAND JUNCTIO CO P000000882803577 CARD 9179,
11/17/2021,-21.35,*,,JIMMY'Z HAMBURGERS 970-2438551 CO S301321083242653 CARD 1003,Eating Out
11/16/2021,-76.38,*,,WAL-MART #5099 GRAND JUNCTIO CO P000000576354493 CARD 9179,Groceries
11/16/2021,-115.00,*,,ENCOUNTER COUNSELI STRIPE.COM CO S301319709533006 CARD 9179,Counseling
11/16/2021,-14.38,*,,ROASTED ESPRES Grand Junctio CO S581319689534280 CARD 9179,Coffee
11/15/2021,-10.81,*,,SPOTIFY 877-778-1161 NY S301319099663246 CARD 1003,Netflix/Spotify
11/15/2021,-29.79,*,,WHICH WICH #414 GRAND JUNCTIO CO S381318708537963 CARD 1003,Eating Out
11/15/2021,-26.69,*,,"COPEKA COFFEE, Grand Junctio CO S581318606270503 CARD 9179",Coffee
11/15/2021,-10.81,*,,VIACOMCBS STREAMIN 888-274-5343 CA S581318018663108 CARD 1003,
11/15/2021,-35.70,*,,MAIN STREET BAGELS 970-2412740 CO S581317636481913 CARD 9179,Eating Out
11/15/2021,-16.22,*,,Roku for WarnerMed 816-2728107 DE S301317495727564 CARD 1003,Netflix/Spotify
11/15/2021,-18.03,*,,"COPEKA COFFEE, Grand Junctio CO S461316622155291 CARD 9179",Coffee
11/15/2021,-14.73,*,,AMZN Mktp US*6L1KV Amzn.com/bill WA S461314824076717 CARD 1003,
11/15/2021,300.00,*,,"IRS TREAS 310 CHILDCTC 111521 XXXXXXXXXX00918 ELY, SETH M & ELISE A",
11/15/2021,33.47,*,,GAP ONLINE 800-4277895 OH S581316659463601 CARD 1003,Clothes $
11/12/2021,-33.61,*,,T J MAXX 2464 HWY. 6 GRAND JUNCTIO CO P000000630772607 CARD 9179,Clothes $
11/12/2021,-13.00,*,,OLD NAVY US 3455 GRAND JUNCTIO CO P581316688345115 CARD 9179,Clothes $
11/12/2021,-5.50,*,,"COPEKA COFFEE, Grand Junctio CO S301315600743969 CARD 1003",Coffee
11/12/2021,-6.25,*,,HOME STYLE BAKERY GRAND JUNCTIO CO S381315597244142 CARD 1003,Eating Out
11/12/2021,-20.95,*,,"COPEKA COFFEE, Grand Junctio CO S301314613403883 CARD 9179",Coffee
